,user_id,embedding
20,20,"[0.12481348216533661, -0.5367270708084106, -0.8907352089881897, 0.178106889128685, 0.7984300851821899, 1.1769320964813232, -0.6078569889068604, 1.3395494222640991, -0.3320162296295166, 0.16434195637702942, -0.068646639585495, 0.7720253467559814, -1.0241338014602661, -0.05923382192850113, -0.18623873591423035, 1.4723759889602661, 0.563080370426178, -0.2539393901824951, -0.6546225547790527, -0.8585151433944702, 0.017108142375946045, -0.7356804013252258, 0.10831614583730698, -0.32293564081192017, 0.5421067476272583, -0.5117989182472229, -1.3102015256881714, 0.4444027245044708, 0.5771031379699707, -0.7808305621147156, -0.11157535761594772, 0.6832544803619385, -1.086572527885437, 0.030043870210647583, 0.5946094989776611, -0.07735976576805115, -1.0006532669067383, -0.7791036367416382, -0.783179759979248, -0.12349485605955124, -0.4227418601512909, 1.1534595489501953, 0.5881000757217407, 0.023499466478824615, 0.6348671913146973, 0.7731907367706299, 0.7142727375030518, -0.3558875322341919, -0.9947494268417358, 0.8545809984207153, 0.35476934909820557, -0.7799606323242188, 0.34375518560409546, -1.0013490915298462, 1.2522073984146118, 0.3003162145614624, 0.05363834649324417, 0.4817452132701874, 0.1490897834300995, 0.07878611981868744, 0.9688664674758911, 0.6680207848548889, 0.29940468072891235, 0.6187892556190491]"
21,21,"[-1.0305254459381104, 0.49836820363998413, 0.1067090556025505, 0.6032375693321228, 0.5366767048835754, -0.686889111995697, 0.04289301484823227, 0.8585062026977539, 0.876185417175293, -0.5199263691902161, -0.2463637888431549, 1.0804282426834106, -0.22070258855819702, -0.7126635909080505, 0.3641156554222107, -0.018157698214054108, -0.7643375992774963, 0.4575580656528473, 0.5421415567398071, -0.5452191233634949, 0.6757063865661621, -0.652752697467804, -0.1776057779788971, 0.17007547616958618, 0.7979491353034973, -0.908384382724762, -0.9362626671791077, 0.4463905096054077, 0.9532605409622192, 1.0553743839263916, 0.8781079053878784, 0.5721335411071777, -0.444428950548172, 0.6663082838058472, 0.23559021949768066, 0.4264368414878845, -0.5848384499549866, -0.22019028663635254, 0.574950098991394, 0.656912624835968, 0.1343008279800415, -0.7166327238082886, 1.037452220916748, -0.1728893518447876, 0.753421425819397, 0.699026346206665, -0.6492040157318115, -0.2454015612602234, 0.27136439085006714, 0.021124161779880524, 0.6666531562805176, -0.7619941234588623, 1.0599966049194336, -0.05784478783607483, 0.31765979528427124, 0.7386080026626587, -0.5011048316955566, 0.663983941078186, -0.45163604617118835, 0.9586570262908936, -0.32083621621131897, -0.4156615436077118, 0.7727460861206055, -0.17225153744220734]"
22,22,"[0.5863739252090454, -0.17774082720279694, 0.38588088750839233, 0.9847987294197083, 1.2172431945800781, 1.274055004119873, -0.6397379636764526, 0.7286453247070312, 0.3396480083465576, -1.1568844318389893, -0.3265717327594757, 0.20147302746772766, -0.5193275213241577, 1.1206310987472534, 0.4244811534881592, 1.0290369987487793, -0.5233156085014343, 1.0499658584594727, 1.0169832706451416, -0.6525290012359619, 1.0134000778198242, -1.0057201385498047, 0.7929235696792603, 0.41492024064064026, 1.1639491319656372, -0.4025449752807617, 0.4640657603740692, 1.4161208868026733, -0.2750939428806305, -0.5525456070899963, 0.7517411708831787, 0.1414296180009842, -0.11579854786396027, -0.8048545122146606, -0.8934455513954163, -0.38782840967178345, -0.9601427316665649, -0.7863283157348633, -0.9050276279449463, 1.2994422912597656, -0.7379038333892822, 0.9657629132270813, 0.5954780578613281, -0.6979016065597534, 0.324546754360199, 0.27294841408729553, -0.07286544144153595, -0.3750329613685608, -0.6993293762207031, 1.2648643255233765, 0.5292551517486572, -0.3471672832965851, 1.1270865201950073, 0.082405686378479, -0.9625875949859619, 0.3507069945335388, -0.3472767770290375, -0.42471253871917725, 0.7769695520401001, 0.22441543638706207, -1.3331012725830078, -0.9733777046203613, 1.027113676071167, -0.9783935546875]"
23,23,"[1.0273466110229492, -0.756781280040741, -0.583221971988678, 1.4447667598724365, 1.1563857793807983, 0.6299685835838318, -1.1366021633148193, 0.3838752508163452, 0.5860748887062073, -0.9317708015441895, 0.6681251525878906, -0.4458165764808655, -0.24443064630031586, -0.6749716997146606, 0.6122416853904724, 0.3809206485748291, -1.0626037120819092, 0.40572720766067505, 0.7832441329956055, 0.09284494817256927, 1.3995375633239746, -0.9673072099685669, -0.4098218083381653, 0.27987682819366455, 1.0540730953216553, 0.36803439259529114, -0.7145528793334961, 0.6702659130096436, -0.5910359025001526, -1.708489179611206, 1.2787328958511353, 0.6742346882820129, 0.9079710841178894, 0.045067742466926575, -0.7395726442337036, -0.46117648482322693, -0.2487914264202118, -0.026345066726207733, -1.039358377456665, 0.7443517446517944, -0.5404027700424194, 0.9914798736572266, 0.499927818775177, -0.8426775932312012, -0.024598807096481323, 0.7248373031616211, -0.5302535891532898, -0.08405058085918427, -0.8503153324127197, 0.30375632643699646, 1.1900876760482788, 0.12375594675540924, 0.2981448471546173, -0.836857795715332, -1.2652475833892822, 1.0594367980957031, -1.0585973262786865, -0.8029084801673889, -0.9128005504608154, 1.3840219974517822, -0.16603535413742065, -0.8788297176361084, 0.6046431064605713, -0.42202022671699524]"
24,24,"[1.0536655187606812, -0.26424336433410645, -0.03540641814470291, 0.5756264925003052, 1.169869303703308, 0.2449221909046173, 0.5373209714889526, -0.632502555847168, -0.8266588449478149, 0.24564135074615479, -0.0017597824335098267, -0.6689379811286926, -0.4926856756210327, -0.34549808502197266, 0.5955595374107361, -0.20188748836517334, -0.42911678552627563, 0.008392974734306335, 1.1847233772277832, 0.57433021068573, -0.6352498531341553, -0.04429890960454941, -0.13145136833190918, 0.26364070177078247, 0.670370876789093, 0.47673243284225464, -0.6410650014877319, -1.052059292793274, 1.1645344495773315, -0.3677517771720886, 0.8637323379516602, -0.04654817283153534, 0.10350093245506287, -0.6722760200500488, -1.0757441520690918, 0.47013741731643677, -0.5598303079605103, 0.5497563481330872, -1.165801763534546, -0.07053875923156738, -0.8710346221923828, 1.1149142980575562, 0.21893320977687836, -0.7454915046691895, 0.23959147930145264, -0.8012394905090332, -0.20104250311851501, 0.48538243770599365, -0.7063450813293457, 0.5887179970741272, 1.172200322151184, -1.5425150394439697, 0.2813319265842438, 0.11136019229888916, -0.18020924925804138, 0.7088552713394165, -0.4462239742279053, -0.8590600490570068, 0.7716398239135742, 0.5017514824867249, 1.0258229970932007, -1.1763719320297241, 0.7416953444480896, 0.2059793472290039]"
25,25,"[0.8740990161895752, 0.009605810046195984, -0.8679880499839783, 1.2271445989608765, 1.1212437152862549, -0.3172905743122101, -0.7761445045471191, 0.2931708097457886, 0.8678621053695679, -0.7146320343017578, 1.0974841117858887, -0.16990940272808075, -0.7512623071670532, 0.3688886761665344, 0.6705853343009949, 0.9337062835693359, -0.674301028251648, 0.7882736921310425, -0.14117956161499023, -0.8917613625526428, 0.4182793200016022, 0.2485751062631607, 0.6506435871124268, 0.7628663778305054, 0.040519312024116516, -0.2622533440589905, -1.2803088426589966, 0.986528754234314, -0.23906868696212769, -0.9245805740356445, 0.2858176827430725, 0.8361015319824219, 0.24563363194465637, -0.4340941905975342, -0.8872288465499878, -0.9267067909240723, -1.03489351272583, 0.6627858281135559, 0.5936238169670105, 0.5579397082328796, -1.0006096363067627, 1.1209697723388672, -0.4412113428115845, -0.6157537698745728, -1.3093774318695068, -1.2607598304748535, 0.5260946750640869, -1.4422993659973145, -0.10679352283477783, -0.20747637748718262, 0.8160172700881958, -0.8150172829627991, 0.7688843607902527, -0.3897918164730072, -0.5120998024940491, 0.3131360411643982, -0.1911049783229828, -1.0257046222686768, 0.5104593634605408, 0.9308135509490967, 0.573512077331543, -0.951248824596405, 1.1939284801483154, 0.38649439811706543]"
26,26,"[1.6376383304595947, -1.1469128131866455, 0.9916287064552307, 0.8499234914779663, -0.1620875746011734, 0.4224298596382141, 0.06315550208091736, 0.2968868911266327, -0.45455577969551086, -0.9027088284492493, -0.5425962805747986, -1.196182370185852, 0.0802868902683258, -0.15854376554489136, 0.6591765880584717, 1.1283504962921143, -0.9930902123451233, 0.7149016857147217, -0.4613063633441925, 0.3248012065887451, 1.0679140090942383, -1.0759235620498657, -0.9210759401321411, 0.45538729429244995, -0.2921995520591736, 0.28633588552474976, -0.23912586271762848, 1.2137974500656128, 0.8357696533203125, -1.3910391330718994, 0.8993480205535889, 1.3620364665985107, 0.21052053570747375, -1.2163957357406616, -0.5457738637924194, -0.8599607944488525, -1.0808342695236206, -0.05138036608695984, -0.7938979864120483, 1.1612521409988403, -0.4728395640850067, 1.268540859222412, 1.2707202434539795, -0.768146276473999, -0.26432108879089355, 0.7763532400131226, 0.3342154622077942, 0.4276047945022583, 0.014438435435295105, 1.0723997354507446, 0.20520901679992676, -0.35649335384368896, 0.4612400531768799, -0.17673353850841522, -0.23422934114933014, 0.7521474361419678, -1.1546646356582642, -0.581264317035675, -0.6684845089912415, 1.357114315032959, -1.4759405851364136, -0.3197976350784302, 1.0940206050872803, 0.1013997420668602]"
27,27,"[0.9568511247634888, -0.7535418272018433, 0.5032961368560791, 0.44396674633026123, -0.1029743030667305, -0.8697558641433716, 0.1139436885714531, 0.8137209415435791, -0.31834450364112854, -0.46549713611602783, 0.2301062047481537, -0.217233806848526, -0.7274917960166931, -0.2780149281024933, 0.501493513584137, -0.6994615793228149, -0.3058300018310547, 0.9872298240661621, -0.2442825436592102, 0.138852059841156, 0.5672527551651001, -0.13788777589797974, 0.2635931372642517, -0.10233238339424133, 0.16871732473373413, 0.38583022356033325, -0.051946476101875305, -0.5833563804626465, -0.41553938388824463, 0.8403964638710022, 0.3523922562599182, 0.4986855387687683, 0.26503920555114746, -0.6553011536598206, -0.5501532554626465, -0.9835147857666016, -0.6583714485168457, 0.48107093572616577, 0.6700679659843445, -0.3159720301628113, -0.15762606263160706, 1.0539425611495972, 0.8534330725669861, -0.5297235250473022, -0.04305986315011978, -0.2967655062675476, -0.7516300082206726, 1.0165568590164185, -0.7397481203079224, 0.9309102296829224, -0.39494603872299194, -0.8171901106834412, -0.7286118268966675, -0.2915486991405487, 0.5051332712173462, 0.31263357400894165, -0.9330673217773438, -0.20234617590904236, 0.8186604380607605, -0.13094855844974518, -0.20929613709449768, -0.6789149045944214, 0.45382460951805115, 0.16486510634422302]"
28,28,"[0.6216539740562439, -0.798957109451294, 1.0166164636611938, 0.8433128595352173, 0.02691510319709778, 0.22560329735279083, -0.4768430292606354, 0.3119391202926636, 0.29173898696899414, 0.4224146902561188, 0.5909064412117004, -0.9006962180137634, -0.2967664897441864, -0.6501487493515015, -1.5663269758224487, -0.059920765459537506, -0.8218761682510376, 0.7852365970611572, 1.4443550109863281, -0.3087255358695984, -1.2480173110961914, -0.9025538563728333, -0.8787727355957031, 0.06618201732635498, 0.6653048992156982, 1.0182479619979858, -0.03926250338554382, -0.06578945368528366, 0.6772638559341431, -1.541501522064209, 1.3791061639785767, 0.007419422268867493, -0.40885281562805176, 0.43259555101394653, 0.6822623610496521, 0.49480509757995605, -0.18020319938659668, -0.09284830838441849, -0.572248101234436, 0.6792117357254028, -0.7932274341583252, 0.4215015769004822, 0.4986947774887085, 0.4635479748249054, 1.2333048582077026, 0.27632927894592285, 1.1834851503372192, 0.29366812109947205, -0.9479210376739502, -0.012525051832199097, 0.12629619240760803, -1.2660353183746338, 0.3512839674949646, -0.1828400045633316, -1.355360984802246, 0.4405691623687744, -0.28722673654556274, -0.772177517414093, -0.6852467060089111, 1.3584572076797485, 0.6678658127784729, 0.5105887055397034, 0.3567286431789398, 0.8738498091697693]"
29,29,"[0.8773444294929504, 0.42930442094802856, 0.17886996269226074, 0.19655488431453705, 1.1265406608581543, -0.7671048641204834, -0.02530571073293686, 0.8327538371086121, 0.7169138789176941, -0.46112722158432007, 0.5979785323143005, -0.34501710534095764, -0.5015937089920044, 0.6265954375267029, -0.4713097810745239, 0.27252718806266785, -0.6273757815361023, 0.31487664580345154, 0.13611313700675964, -1.0809208154678345, 0.5373020172119141, -0.0687851831316948, 0.8611086010932922, 0.6493673324584961, 0.6800383925437927, -0.003333408385515213, -0.7205559611320496, 0.39507949352264404, 0.07330334186553955, -0.3965674042701721, 0.514656126499176, 0.6031070947647095, -0.15728813409805298, 0.009768232703208923, 0.03800789266824722, -0.8754014372825623, -0.2721010446548462, 0.783223032951355, -0.17275071144104004, 1.280721664428711, -1.4398293495178223, 0.27221331000328064, -0.5437861084938049, 0.1371423602104187, -0.7505199313163757, -0.13059000670909882, 0.5572056770324707, -0.500032365322113, -0.4872412085533142, -0.09136451780796051, 0.5202476978302002, -0.3366098403930664, 1.026864767074585, -0.3684779405593872, -0.04874621331691742, 0.07991203665733337, 0.2676595449447632, -0.8994290232658386, 0.2436748445034027, 1.0588641166687012, -0.9878320097923279, -0.08342951536178589, 0.12026345729827881, -0.006632464937865734]"
30,30,"[0.7594892978668213, -0.26352450251579285, -0.4766767621040344, -0.31244972348213196, 0.927832841873169, 1.1071134805679321, -0.3567958474159241, 0.6962676048278809, 1.231694221496582, -0.0994255542755127, 0.17738944292068481, -0.5826096534729004, -1.0152623653411865, 0.49871137738227844, -0.725570797920227, 0.7273491024971008, -1.536359190940857, 0.5484778881072998, -0.13386394083499908, 0.13349953293800354, 1.1036978960037231, 0.06633497774600983, -0.055748023092746735, 0.7074501514434814, 0.8179475665092468, -0.9820551872253418, -0.453534334897995, 0.9923272132873535, 0.7603686451911926, -0.8390256762504578, 0.9380115270614624, 0.7235697507858276, -0.0014737173914909363, -0.6287490725517273, 0.04831692576408386, -0.5580021142959595, -0.17156121134757996, 1.0612595081329346, 0.21090495586395264, 0.8741419315338135, -0.46970921754837036, 0.9683066606521606, -0.012653745710849762, -0.9088773727416992, -0.8779911994934082, -0.4837782084941864, 1.0324618816375732, -1.2929356098175049, -0.4227749705314636, -0.1683727204799652, 0.4062076807022095, -0.7669694423675537, 0.9145928621292114, -0.35720449686050415, 0.19333484768867493, 0.6381032466888428, -0.5912184715270996, -0.7048336267471313, 0.3873230218887329, 0.8153055906295776, 0.6378856897354126, -0.6638206243515015, 0.5039626359939575, -0.15293054282665253]"
31,31,"[1.1363630294799805, -0.6503911018371582, 1.43341064453125, 1.4063786268234253, 0.2601131796836853, 0.5119202136993408, -0.4603137671947479, 1.4839496612548828, -0.6716060638427734, -0.33821195363998413, 0.07169001549482346, -0.27027440071105957, -1.0731899738311768, -0.20086142420768738, 1.0987058877944946, 0.4486809968948364, -0.8794083595275879, -0.29774942994117737, 1.2786544561386108, 0.5070059895515442, 1.185089349746704, -0.6044172644615173, -0.480372816324234, -0.04727071523666382, -0.11813455820083618, -0.5888882875442505, -0.07816106081008911, -0.0031038597226142883, 0.5277056694030762, -1.337418556213379, 0.48532336950302124, 1.1836975812911987, 0.592315137386322, 0.07570838928222656, 0.5332980155944824, -0.16660678386688232, 0.4871905744075775, 0.3524620532989502, -0.8483720421791077, 1.3832905292510986, -0.4710964858531952, 1.2937541007995605, 0.47001224756240845, -1.300885558128357, 0.7361263632774353, 0.6186608672142029, 0.33101463317871094, 0.07068200409412384, -0.4338790774345398, 0.9829075932502747, -1.5168399810791016, -0.05063576251268387, 0.6787339448928833, -0.6642162799835205, -0.3692791759967804, 1.0437501668930054, -0.3959987163543701, -1.3838733434677124, 0.2383250892162323, 0.4498826861381531, 0.6960893273353577, -0.6052459478378296, 1.378438949584961, -0.5568369626998901]"
32,32,"[0.3676377534866333, -0.5994934439659119, 0.5553461909294128, 0.58927321434021, 0.16323471069335938, 1.169763445854187, 0.20209622383117676, 0.6370266675949097, 0.245765820145607, -0.6965106129646301, -0.9767636656761169, 0.020006399601697922, 0.39316895604133606, 0.32137516140937805, 0.14701882004737854, 0.6017919182777405, -0.7681086659431458, 0.3785243034362793, 0.40049588680267334, -0.2945052981376648, -0.10745824873447418, 0.3698141276836395, 0.2138160765171051, 0.21505290269851685, -0.5209208726882935, -0.3130947947502136, 0.22845380008220673, 0.20047089457511902, 0.05169868841767311, -0.20263245701789856, 0.9070839881896973, 0.8654916286468506, 0.4850160777568817, -1.0859357118606567, 0.12870267033576965, -0.6321613788604736, -0.6571118831634521, -0.5549595355987549, -0.7164095640182495, 0.9833426475524902, -0.5130470991134644, 0.05827098339796066, -0.5551151037216187, -0.944912850856781, -0.24147267639636993, 0.5099269151687622, 0.09858431667089462, 0.8103958964347839, 0.33304163813591003, 0.9046019911766052, 0.18214082717895508, -0.9460358619689941, -0.610985517501831, -0.4251044690608978, -0.47606799006462097, 0.4715421199798584, -0.3801760971546173, 0.39625346660614014, -0.1111614853143692, -1.0760676860809326, -0.5566218495368958, 0.2604278326034546, 0.12212985754013062, 0.2630784213542938]"
33,33,"[0.8375768065452576, -0.2105235457420349, 0.7936121225357056, 1.3927254676818848, -0.18593278527259827, -2.204700231552124, -0.5425410270690918, 0.4703512489795685, -0.5454686880111694, -0.4817546606063843, 0.8987951278686523, -0.9152493476867676, -0.46315330266952515, -0.5433582663536072, 0.20739732682704926, 0.1194700375199318, -0.8756632804870605, 0.48741161823272705, 0.9377796053886414, 0.03865925967693329, 1.1316701173782349, 0.4746682643890381, 0.2917754650115967, 0.43085113167762756, 0.2245028018951416, 0.1348317414522171, -1.0170855522155762, -0.8852489590644836, 1.014072299003601, -0.08515724539756775, 0.8637436628341675, 1.0662318468093872, 0.23605972528457642, -0.24198287725448608, 0.912868082523346, -1.1246592998504639, -0.35852351784706116, 0.6816197633743286, -0.23545554280281067, -0.2811555862426758, -0.48870137333869934, 1.6995606422424316, 0.61837238073349, -0.009946182370185852, 0.9494423866271973, -0.6107706427574158, 0.49888014793395996, 0.6073040962219238, -0.5221768617630005, 0.8278380036354065, 0.8198496103286743, -1.16874361038208, -0.9377986788749695, -0.660381555557251, -0.36776936054229736, 0.8096017837524414, -0.22526335716247559, 0.39628157019615173, 0.75477135181427, -0.34195709228515625, 0.47644275426864624, -0.3532257378101349, 0.19902130961418152, 0.8907833099365234]"
